user_id,register_date,region,age,gender,registration_channel,last_login_date
U10230,2025-08-19,新疆维吾尔自治区,53,女,线下推广,2025-09-05
U10231,2023-11-24,湖南省,65,女,微信小程序,2024-09-13
U10232,2024-06-26,浙江省,62,女,微信小程序,2025-06-14
U10233,2024-06-25,贵州省,37,女,APP,2025-04-15
U10234,2024-05-19,甘肃省,25,男,微信小程序,2024-11-30
U10235,2025-07-25,山西省,25,男,APP,2025-09-08
U10236,2023-10-31,重庆市,31,女,微信小程序,2024-07-28
U10237,2024-04-07,内蒙古自治区,64,女,网站,2025-08-26
U10238,2023-11-16,上海市,30,女,APP,2024-05-26
U10239,2024-03-18,上海市,41,男,微信小程序,2025-07-13
U10240,2024-02-11,福建省,18,男,微信小程序,2024-05-19
U10241,2024-10-17,吉林省,20,男,微信小程序,2025-05-24
U10242,2024-04-02,新疆维吾尔自治区,62,男,线下推广,2025-09-27
U10243,2024-05-02,四川省,24,男,微信小程序,2024-09-09
U10244,2025-01-28,吉林省,48,女,线下推广,2025-04-01
U10245,2024-06-13,河北省,39,男,网站,2025-09-05
U10246,2023-11-04,广东省,34,女,网站,2025-01-24
U10247,2025-03-25,云南省,22,女,线下推广,2025-08-26
U10248,2025-04-23,山东省,22,男,APP,2025-05-07
U10249,2025-01-17,福建省,27,女,网站,2025-02-25
U10250,2025-04-09,广东省,33,男,线下推广,2025-09-21
U10251,2025-03-30,吉林省,56,男,线下推广,2025-04-14
U10252,2024-07-11,宁夏回族自治区,46,女,微信小程序,2025-04-24
U10253,2023-12-08,香港特别行政区,55,女,微信小程序,2025-04-23
U10254,2024-07-07,北京市,54,男,网站,2025-05-29
U10255,2025-07-15,台湾省,31,男,微信小程序,2025-07-25
U10256,2024-09-16,四川省,60,男,APP,2025-09-08
U10257,2025-04-17,辽宁省,33,男,网站,2025-07-10
U10258,2024-02-29,澳门特别行政区,28,男,线下推广,2025-07-18
U10259,2024-05-12,西藏自治区,46,女,微信小程序,2025-05-08
U10260,2024-09-18,湖北省,20,男,微信小程序,2025-05-26
U10261,2025-08-07,福建省,63,女,线下推广,2025-08-15
U10262,2024-05-19,青海省,22,男,微信小程序,2024-11-24
U10263,2025-05-20,新疆维吾尔自治区,58,男,线下推广,2025-09-07
U10264,2025-02-01,云南省,25,男,APP,2025-06-11
U10265,2023-11-07,台湾省,35,男,网站,2025-08-28
U10266,2024-06-24,安徽省,21,男,微信小程序,2025-07-07
U10267,2024-03-28,海南省,56,女,线下推广,2024-10-14
U10268,2024-07-06,湖北省,25,女,微信小程序,2025-10-12
U10269,2025-04-12,湖北省,62,女,微信小程序,2025-07-28
U10270,2023-10-23,澳门特别行政区,50,女,线下推广,2024-03-19
U10271,2023-12-21,福建省,23,男,线下推广,2025-07-02
U10272,2024-08-26,台湾省,65,女,微信小程序,2025-02-28
U10273,2025-04-04,西藏自治区,19,男,APP,2025-10-11
U10274,2024-09-28,上海市,61,男,微信小程序,2024-11-03
U10275,2024-05-31,江西省,54,男,APP,2025-04-10
U10276,2025-04-05,福建省,48,女,微信小程序,2025-06-03
U10277,2025-03-14,四川省,29,女,线下推广,2025-09-13
U10278,2024-12-18,澳门特别行政区,23,女,微信小程序,2025-04-30
U10279,2024-09-10,贵州省,44,女,微信小程序,2025-06-10
U10280,2025-04-13,新疆维吾尔自治区,60,男,APP,2025-06-04
U10281,2024-06-10,湖南省,39,女,线下推广,2024-12-06
U10282,2024-01-17,山东省,36,女,网站,2024-09-18
U10283,2024-01-16,安徽省,47,男,微信小程序,2024-06-12
U10284,2024-04-01,西藏自治区,34,女,网站,2024-11-01
U10285,2025-04-30,澳门特别行政区,43,男,线下推广,2025-08-23
U10286,2024-05-22,河北省,44,男,APP,2024-10-19
U10287,2024-06-02,江西省,51,女,线下推广,2025-03-09
U10288,2024-03-03,广东省,58,女,网站,2024-03-13
U10289,2025-04-17,江苏省,31,女,APP,2025-06-09
U10290,2023-11-20,重庆市,36,女,线下推广,2025-01-22
U10291,2024-05-29,江苏省,25,男,APP,2025-10-06
U10292,2025-08-20,台湾省,63,男,微信小程序,2025-08-29
U10293,2025-08-23,北京市,53,男,线下推广,2025-09-19
U10294,2024-10-14,西藏自治区,23,男,网站,2025-04-03
U10295,2024-07-06,安徽省,47,男,APP,2024-08-14
U10296,2024-04-29,西藏自治区,49,女,微信小程序,2024-07-26
U10297,2025-07-15,内蒙古自治区,44,女,线下推广,2025-08-22
U10298,2024-10-31,内蒙古自治区,33,女,APP,2025-06-12
U10299,2025-02-15,重庆市,42,男,APP,2025-04-14
U10300,2024-02-08,广东省,22,女,线下推广,2024-04-14
U10301,2024-04-25,吉林省,39,女,网站,2025-07-02
U10302,2025-05-31,甘肃省,36,女,线下推广,2025-09-25
U10303,2025-01-21,江西省,27,女,线下推广,2025-08-11
U10304,2024-08-06,青海省,40,女,线下推广,2025-07-15
U10305,2024-06-02,宁夏回族自治区,47,女,APP,2025-01-25
U10306,2024-12-30,重庆市,62,男,线下推广,2025-08-23
U10307,2025-05-12,河北省,32,女,网站,2025-10-07
U10308,2024-03-25,浙江省,38,女,线下推广,2024-10-16
U10309,2025-03-11,山西省,42,男,线下推广,2025-05-10
U10310,2024-04-19,安徽省,20,男,微信小程序,2025-06-21
U10311,2023-12-13,黑龙江省,24,女,网站,2023-12-15
U10312,2024-08-28,青海省,51,女,网站,2025-08-27
U10313,2024-05-29,天津市,64,男,线下推广,2024-11-24
U10314,2024-05-26,河南省,59,男,网站,2025-05-13
U10315,2023-12-10,江西省,48,女,微信小程序,2024-07-02
U10316,2025-06-18,山东省,57,女,网站,2025-09-08
U10317,2024-01-13,江西省,39,女,微信小程序,2025-05-30
U10318,2024-02-08,湖北省,58,女,网站,2024-05-28
U10319,2023-12-10,重庆市,57,男,APP,2024-04-16
U10320,2025-06-22,广东省,58,女,APP,2025-10-15
U10321,2025-05-19,河南省,65,男,线下推广,2025-08-12
U10322,2024-01-20,新疆维吾尔自治区,24,男,线下推广,2025-07-07
U10323,2024-06-08,陕西省,28,女,网站,2025-01-05
U10324,2024-11-07,台湾省,20,女,网站,2025-04-26
U10325,2023-12-17,天津市,36,女,微信小程序,2024-11-16
U10326,2025-05-08,广西壮族自治区,45,男,APP,2025-09-02
U10327,2024-04-27,上海市,51,女,APP,2024-07-06
U10328,2024-04-10,上海市,28,男,网站,2025-09-14
U10329,2025-07-15,湖北省,57,女,APP,2025-09-08
U10330,2023-11-16,安徽省,49,男,APP,2024-11-15
U10331,2024-11-22,青海省,47,女,线下推广,2025-03-10
U10332,2024-03-04,宁夏回族自治区,34,男,线下推广,2025-07-10
U10333,2025-07-09,台湾省,36,男,网站,2025-07-26
U10334,2024-10-15,海南省,46,女,微信小程序,2025-03-22
U10335,2024-06-30,广西壮族自治区,58,女,微信小程序,2024-09-19
U10336,2025-08-12,黑龙江省,47,女,APP,2025-09-13
U10337,2024-08-30,台湾省,42,女,网站,2025-04-10
U10338,2025-03-13,陕西省,33,女,微信小程序,2025-10-12
U10339,2023-11-13,新疆维吾尔自治区,54,女,微信小程序,2024-01-20
U10340,2024-06-16,湖南省,19,女,微信小程序,2025-02-22
U10341,2024-01-14,陕西省,18,男,线下推广,2025-02-16
U10342,2025-07-17,北京市,36,男,微信小程序,2025-09-18
U10343,2025-08-21,新疆维吾尔自治区,32,男,微信小程序,2025-09-30
U10344,2023-11-27,山东省,61,男,网站,2025-01-02
U10345,2024-07-23,台湾省,58,男,微信小程序,2025-07-01
U10346,2025-05-28,重庆市,46,男,微信小程序,2025-07-06
U10347,2024-05-10,江苏省,64,男,网站,2024-12-19
U10348,2024-09-20,台湾省,36,女,线下推广,2024-12-23
U10349,2023-11-07,福建省,29,男,APP,2025-05-11
U10350,2024-02-16,广东省,52,女,微信小程序,2025-04-18
U10351,2023-10-26,甘肃省,28,女,线下推广,2024-01-06
U10352,2024-04-07,吉林省,36,女,网站,2025-03-31
U10353,2024-01-15,辽宁省,47,男,APP,2025-02-05
U10354,2025-10-09,河南省,32,女,微信小程序,2025-10-15
U10355,2025-04-15,湖北省,23,女,网站,2025-07-04
U10356,2025-07-25,西藏自治区,34,男,线下推广,2025-09-08
U10357,2024-04-22,新疆维吾尔自治区,41,女,线下推广,2025-06-24
U10358,2024-02-05,云南省,58,女,网站,2024-07-02
U10359,2025-10-01,香港特别行政区,61,男,线下推广,2025-10-04
U10360,2025-08-17,内蒙古自治区,19,女,APP,2025-09-12
U10361,2025-06-07,甘肃省,59,男,线下推广,2025-08-11
U10362,2025-10-10,香港特别行政区,62,女,线下推广,2025-10-11
U10363,2025-07-14,北京市,25,男,网站,2025-08-10
U10364,2025-05-01,广东省,20,女,线下推广,2025-10-10
U10365,2025-01-13,台湾省,25,男,APP,2025-03-11
U10366,2024-09-26,西藏自治区,52,男,线下推广,2025-02-07
U10367,2024-06-30,云南省,47,女,线下推广,2025-06-18
U10368,2025-10-09,广西壮族自治区,55,男,线下推广,2025-10-11
U10369,2025-04-09,福建省,59,男,线下推广,2025-07-29
U10370,2024-08-08,江西省,57,女,微信小程序,2025-06-23
U10371,2023-11-18,广西壮族自治区,20,女,APP,2025-06-18
U10372,2024-10-17,云南省,46,女,APP,2025-03-15
U10373,2025-03-14,辽宁省,41,男,微信小程序,2025-09-22
U10374,2023-11-13,江苏省,52,女,网站,2024-12-07
U10375,2025-01-16,贵州省,43,女,APP,2025-02-23
U10376,2025-08-25,青海省,25,女,网站,2025-09-03
U10377,2024-11-27,新疆维吾尔自治区,60,男,网站,2024-12-02
U10378,2025-04-29,辽宁省,21,女,APP,2025-07-17
U10379,2025-08-22,辽宁省,26,男,网站,2025-08-29
U10380,2024-10-14,湖南省,53,男,APP,2025-02-22
U10381,2025-02-11,陕西省,32,女,APP,2025-03-14
U10382,2025-08-07,贵州省,56,男,微信小程序,2025-10-11
U10383,2025-08-13,云南省,27,男,微信小程序,2025-09-12
U10384,2025-02-13,台湾省,29,男,网站,2025-09-11
U10385,2023-11-12,内蒙古自治区,26,男,微信小程序,2024-05-12
U10386,2025-02-17,河南省,33,女,网站,2025-05-16
U10387,2025-05-18,山西省,29,女,网站,2025-08-10
U10388,2023-12-31,河北省,26,女,网站,2024-12-09
U10389,2024-02-22,广东省,65,男,线下推广,2024-03-15
U10390,2023-11-20,广西壮族自治区,46,女,网站,2025-07-30
U10391,2023-11-28,河南省,46,男,网站,2024-09-01
U10392,2024-08-02,宁夏回族自治区,64,女,线下推广,2024-11-23
U10393,2024-04-22,澳门特别行政区,59,男,网站,2025-03-08
U10394,2024-12-28,安徽省,48,女,线下推广,2025-03-04
U10395,2024-02-28,山西省,61,男,线下推广,2025-06-15
U10396,2025-08-22,云南省,63,女,网站,2025-09-14
U10397,2024-11-05,辽宁省,23,女,APP,2025-02-03
U10398,2024-10-08,湖南省,22,男,微信小程序,2025-04-04
U10399,2024-05-01,北京市,57,女,线下推广,2025-04-27
U10400,2025-09-14,河南省,56,女,线下推广,2025-10-10
U10401,2024-02-15,内蒙古自治区,50,女,网站,2025-01-23
U10402,2024-07-10,广东省,62,男,APP,2025-06-04
U10403,2025-04-04,湖南省,45,女,APP,2025-09-28
U10404,2025-08-02,广东省,44,女,线下推广,2025-08-21
U10405,2024-08-09,西藏自治区,43,女,网站,2024-10-30
U10406,2024-04-17,云南省,38,女,微信小程序,2025-07-05
U10407,2024-07-20,河南省,60,女,微信小程序,2025-03-06
U10408,2023-11-02,陕西省,27,女,网站,2024-06-02
U10409,2023-10-22,重庆市,23,男,网站,2025-09-28
U10410,2025-01-29,台湾省,45,男,微信小程序,2025-05-20
U10411,2025-06-09,江西省,26,男,微信小程序,2025-10-04
U10412,2025-06-29,海南省,60,男,线下推广,2025-08-10
U10413,2025-02-21,山东省,40,女,网站,2025-05-29
U10414,2025-03-25,江苏省,36,女,微信小程序,2025-05-01
U10415,2025-09-16,天津市,24,男,APP,2025-09-30
U10416,2025-06-19,青海省,60,女,APP,2025-06-25
U10417,2025-01-08,四川省,24,女,微信小程序,2025-02-28
U10418,2023-12-25,河南省,25,女,APP,2024-09-03
U10419,2025-05-18,甘肃省,45,男,微信小程序,2025-06-21
U10420,2024-03-19,江苏省,19,男,微信小程序,2025-05-11
U10421,2025-08-26,四川省,62,女,微信小程序,2025-10-13
U10422,2025-09-24,湖北省,40,男,APP,2025-10-14
U10423,2024-02-20,湖南省,27,女,网站,2025-02-28
U10424,2025-07-03,河南省,27,男,网站,2025-09-06
U10425,2025-07-01,吉林省,65,男,线下推广,2025-09-29
U10426,2023-12-13,辽宁省,44,女,微信小程序,2025-07-20
U10427,2024-04-08,陕西省,28,女,微信小程序,2025-06-14
U10428,2024-07-26,山西省,64,女,网站,2025-05-28
U10429,2023-10-26,湖南省,21,男,APP,2024-12-15
U10430,2024-01-19,新疆维吾尔自治区,57,男,网站,2024-10-31
U10431,2025-03-21,湖南省,35,女,线下推广,2025-08-15
U10432,2025-07-15,四川省,49,女,线下推广,2025-07-25
U10433,2025-03-23,江西省,35,男,网站,2025-09-22
U10434,2023-11-04,广西壮族自治区,40,女,网站,2025-10-14
U10435,2025-01-31,江西省,36,女,微信小程序,2025-10-09
